,Name,Street,City,State,ZIP Code
78,Paul Mitchell the School-Wichita,3242 N. Rock Road Suite 106,Wichita,KS,67226-0000
79,Paul Mitchell the School-Woodbridge,14445 Potomac Mills Road,Woodbridge,VA,22192
80,Paul Quinn College,3837 Simpson Stuart Rd,Dallas,TX,75241
81,Paul Smiths College of Arts and Science,7777 State Route 30,Paul Smiths,NY,12970-0265
82,Payne Theological Seminary,1230 Wilberforce-Clifton Rd.,Wilberforce,OH,45384
83,PCCenter,1229 E Pleasant Run Ste 302,DeSoto,TX,75115
84,PCCTI IT and Healthcare,"2625 Butterfield Road, Ste 102E",Oak Brook,IL,60523-1234
85,PCI Academy-Ames,309 Kitty Hawk Dr.,Ames,IA,50010
86,PCI Academy-Plymouth,4315 Peony Lane N,Plymouth,MN,55446
87,PCI College,17215 Studebaker Rd #310,Cerritos,CA,90703
88,PCI Health Training Center,8101 John Carpenter Fwy,Dallas,TX,75247-4720
89,Pearl River Community College,101 Hwy 11 N,Poplarville,MS,39470
90,Peirce College,1420 Pine Street,Philadelphia,PA,19102-4699
91,Pellissippi State Community College,10915 Hardin Valley Road,Knoxville,TN,37933-0990
92,Peninsula College,1502 E Lauridsen Blvd,Port Angeles,WA,98362
93,Penn Commercial Business/Technical School,242 Oak Spring Road,Washington,PA,15301-6822
94,Pennco Tech-Blackwood,99 Erial Road,Blackwood,NJ,08012
95,Pennco Tech-Bristol,3815 Otter St,Bristol,PA,19007
96,Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,19 N Brady St,Du Bois,PA,15801
97,Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,2445 Bedford St,Johnstown,PA,15904-1499
98,Pennsylvania Academy of the Fine Arts,128 N. Broad Street,Philadelphia,PA,19102-1510
99,Pennsylvania College of Art and Design,204 N Prince St,Lancaster,PA,17608-0059
0,Pennsylvania College of Health Sciences,410 N Lime Street,Lancaster,PA,17602
1,Pennsylvania College of Technology,One College Ave,Williamsport,PA,17701-5799
2,Pennsylvania Gunsmith School,812 Ohio River Blvd,Pittsburgh,PA,15202-2637
3,Pennsylvania Institute of Health and Technology,Mount Braddock Road,Mount Braddock,PA,15465
4,Pennsylvania Institute of Taxidermy Inc,118 Industrial Pk Rd,Ebensburg,PA,15931-4106
5,Pennsylvania Institute of Technology,800 Manchester Ave,Media,PA,19063-4098
6,Pennsylvania State System of Higher Education-Central Office,2986 N 2nd St Dixon Univ Center,Harrisburg,PA,17110
7,Pennsylvania State University-Main Campus,201 Old Main,University Park,PA,16802
8,Pennsylvania State University-Penn State Worthington Scranton,120 Ridge View Drive,Dunmore,PA,18512
9,Penrose Academy,13402 North Scottsdale Road Suite B160,Scottsdale,AZ,85254-4065
10,Pensacola School of Massage Therapy & Health Careers,2409 Creighton Rd,Pensacola,FL,32504
11,Pensacola State College,1000 College Blvd,Pensacola,FL,32504-8998
12,Penta County Joint Vocational School,9301 Buck Road,Perrysburg,OH,43551-4594
13,Pentecostal Theological Seminary,900 Walker St NE,Cleveland,TN,37311-3330
14,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263
15,Peralta Community College System Office,333 E Eighth St,Oakland,CA,94606
16,Perry Technical Institute,2011 W Washington Ave.,Yakima,WA,98903-1296
17,Peru State College,600 Hoyt Street,Peru,NE,68421-0010
18,Phagans Beauty College,1565 SW 53rd Street,Corvallis,OR,97333
19,Phagans Central Oregon Beauty College,1310 NE Cushing Drive,Bend,OR,97701
20,Phagans Grants Pass College of Beauty,304 NE Agness Ave Suite F,Grants Pass,OR,97526
21,Phagans Medford Beauty School,2320 Poplar Dr,Medford,OR,97504
22,Phagans Newport Academy of Cosmetology Careers,158 E Olive Street,Newport,OR,97365
23,Phagans School of Beauty,622 Lancaster Dr NE,Salem,OR,97301
24,Phagans School of Hair Design,12000 SE 82nd Avenue Suite 4010,Happy Valley,OR,97086
25,Phagans School of Hair Design-Portland,1542 NE Weidler Ave,Portland,OR,97232
26,Phagans Tigard Beauty School,8820 SW Center,Tigard,OR,97223
27,Philadelphia College of Osteopathic Medicine,4170 City Ave,Philadelphia,PA,19131
28,Philadelphia Technician Training,7446 D Ogontz Avenue,Philadelphia,PA,19138-1324
29,Philadelphia University,4201 Henry Avenue,Philadelphia,PA,19144-5497
30,Philander Smith College,900 W. Daisy Bates Drive,Little Rock,AR,72202-3799
31,Phillips Beth Israel School of Nursing,766 The Avenue of the Americas 4th Floor,New York,NY,10001-6354
32,Phillips Community College of the University of Arkansas,1000 Campus Drive,Helena,AR,72342-0785
33,Phillips Graduate Institute,19900 Plummer Street,Chatsworth,CA,91311
34,Phillips Theological Seminary,901 N Mingo Rd,Tulsa,OK,74116-5612
35,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013
36,Phoenix Institute of Herbal Medicine & Acupuncture,301 E Bethany Home Rd Ste A100,Phoenix,AZ,85012
37,Phoenix Seminary,4222 E Thomas Rd Ste 400,Phoenix,AZ,85018-7607
38,Photographic Center Northwest,900 12th Avenue,Seattle,WA,98122-4412
39,Pickaway Ross Joint Vocational School District,895 Crouse Chapel Rd,Chillicothe,OH,45601-9010
40,Pickens Technical College,500 Airport Blvd,Aurora,CO,80011-9307
41,Piedmont College,1021 Central Ave,Demorest,GA,30535-0010
42,Piedmont Community College,1715 College Dr,Roxboro,NC,27573
43,Piedmont International University,420 S. Broad St.,Winston Salem,NC,27101-5025
44,Piedmont Technical College,620 North Emerald Road,Greenwood,SC,29646
45,Piedmont Virginia Community College,501 College Drive,Charlottesville,VA,22902-7589
46,Pierce College-Fort Steilacoom,9401 Farwest Dr SW,Lakewood,WA,98498-1999
47,Pierce College-Puyallup,1601 39th Ave SE,Puyallup,WA,98374-2222
48,Pierpont Community and Technical College,500 Galliher Drive,Fairmont,WV,26554
49,Pike County Joint Vocational School District,175 Beaver Creek Rd,Piketon,OH,45661
50,Pike-Lincoln Technical Center,342 Vo-Tech Rd,Eolia,MO,63344-0038
51,Pikes Peak Community College,5675 S Academy Blvd,Colorado Springs,CO,80906-5498
52,Pillar College,"60 Park Place, Suite 701",Newark,NJ,07102
53,Pima Community College,4905C East Broadway Blvd.,Tucson,AZ,85709-1275
54,Pima Medical Institute-Albuquerque,4400 Cutler Avenue NE,Albuquerque,NM,87110
55,Pima Medical Institute-Albuquerque West,8601 Golf Course Road NW,Albuquerque,NM,87114
56,Pima Medical Institute-Aurora,13750 E. Mississippi Avenue,Aurora,CO,80012-0000
57,Pima Medical Institute-Chula Vista,780 Bay Blvd Suite101,Chula Vista,CA,91910
58,Pima Medical Institute-Colorado Springs,3770 Citadel Drive North,Colorado Springs,CO,80909
59,Pima Medical Institute-Denver,7475 Dakin St. Suite 100,Denver,CO,80221
60,Pima Medical Institute-East Valley,2160 S Power Rd,Mesa,AZ,85209
61,Pima Medical Institute-Houston,10201 Katy Freeway,Houston,TX,77024
62,Pima Medical Institute-Las Vegas,3333 East Flamingo Road,Las Vegas,NV,89121
63,Pima Medical Institute-Mesa,957 S. Dobson Road,Mesa,AZ,85202
64,Pima Medical Institute-Renton,555 South Renton Village Place Suite 110,Renton,WA,98057
65,Pima Medical Institute-Seattle,9709 Third Ave NE Suite 400,Seattle,WA,98115
66,Pima Medical Institute-Tucson,"3350 East Grant Road, Suite 200",Tucson,AZ,85716
67,Pinchot University,220 Second Avenue South Suite 400,Seattle,WA,98104-2617
68,Pine Manor College,400 Heath St,Chestnut Hill,MA,02467
69,Pine Technical & Community College,900 4th St SE,Pine City,MN,55063
70,Pinellas Technical College-Clearwater,6100 154th Avenue North,Clearwater,FL,33760-2140
71,Pinellas Technical College-St. Petersburg,901 34th St S,Saint Petersburg,FL,33711-2209
72,Pineville Beauty School,1008 Main Street,Pineville,LA,71360-0000
73,Pinnacle Career Institute-Lawrence,"1601 W 23rd Street, Suite 200",Lawrence,KS,66046-2703
74,Pinnacle Career Institute-North Kansas City,11500 N Ambassador Ste 221,Kansas City,MO,64153
75,Pinnacle Career Institute-South Kansas City,"1001 E. 101st Terrace, Suite 325",Kansas City,MO,64131-3367
76,Pinnacle College,"1000 South Fremont Avenue, Bldg A-11, Ste 11010",Alhambra,CA,91803
77,Pinnacle Institute of Cosmetology,461-C East Plaza Drive,Mooresville,NC,28115
78,Pioneer Career and Technology Center,27 Ryan Rd,Shelby,OH,44875
79,Pioneer Pacific College,27501 SW Parkway Ave,Wilsonville,OR,97070-9296
80,Pioneer Technology Center,2101 N Ash,Ponca City,OK,74601
81,Pipo Academy of Hair Design,3000 Pershing Dr,El Paso,TX,79903
82,PITC Institute,140 South Easton Road,Glenside,PA,19038-4001
83,Pitt Community College,1986 Pitt Tech Road,Winterville,NC,28590
84,Pittsburg State University,1701 S Broadway,Pittsburg,KS,66762
85,Pittsburgh Career Institute,421 Seventh Avenue,Pittsburgh,PA,15219-1907
86,Pittsburgh Institute of Aeronautics,5 Allegheny County Airport,West Mifflin,PA,15122
87,Pittsburgh Institute of Mortuary Science Inc,5808 Baum Blvd,Pittsburgh,PA,15206-3706
88,Pittsburgh Technical Institute,1111 McKee Road,Oakdale,PA,15071
89,Pittsburgh Theological Seminary,616 N Highland Ave,Pittsburgh,PA,15206-2596
90,Pittsburgh's Ohio Valley Hospital School of Nursing,25 Heckel Rd,McKees Rocks,PA,15136
91,Pitzer College,1050 North Mills Avenue,Claremont,CA,91711-6101
92,Pivot Point Academy-Bloomingdale,144C East Lake Street,Bloomingdale,IL,60108-0000
93,Pivot Point Academy-Chicago,3901 West Irving Park,Chicago,IL,60618
94,Pivot Point Academy-Evanston,1560 Sherman Avenue-Annex,Evanston,IL,60201
95,PJ's College of Cosmetology-Bowling Green,1901 Russellville Road,Bowling Green,KY,42101
96,PJ's College of Cosmetology-Clarksville,1414 Blackiston Mill Rd,Clarksville,IN,47129
97,PJ's College of Cosmetology-Glasgow,920 Happy Valley Road,Glasgow,KY,42141
98,PJ's College of Cosmetology-Richmond,50 Hayes Arboretum Road,Richmond,IN,47374
99,Platt College-Aurora,3100 S Parker Rd,Aurora,CO,80014-3141
0,Platt College-Central OKC,309 S Ann Arbor,Oklahoma City,OK,73128-1112
1,Platt College-Lawton,112 S.W. Eleventh Street,Lawton,OK,73501-3808
2,Platt College-Los Angeles,"1000 South Fremont Avenue, A9W",Alhambra,CA,91803
3,Platt College-Moore,201 N. Eastern,Moore,OK,73160
4,Platt College-North OKC,2727 W. Memorial Rd,Oklahoma City,OK,73134
5,Platt College-Ontario,"3700 Inland Empire Boulevard, Ste 400",Ontario,CA,91764
6,Platt College-Riverside,6465 Sycamore Canyon Blvd Ste 100,Riverside,CA,92507
7,Platt College-San Diego,6250 El Cajon Blvd,San Diego,CA,92115-3919
8,Platt College-Tulsa,3801 S Sheridan,Tulsa,OK,74145
9,Platt Technical High School,600 Orange Ave,Milford,CT,06460
10,Plaza Beauty School,4682 Spottswood Ave,Memphis,TN,38117-4822
11,Plaza College,118-33 Queens Boulevard,Forest Hills,NY,11375
12,Plymouth State University,17 High Street,Plymouth,NH,03264-1595
13,Point Loma Nazarene University,3900 Lomaland Dr,San Diego,CA,92106-2899
14,Point Park University,201 Wood St,Pittsburgh,PA,15222-1984
15,Point University,507 West 10th Street,West Point,GA,31833
16,Polaris Career Center,7285 Old Oak Blvd,Middleburg Heights,OH,44130-3375
17,Polk State College,999 Avenue H NE,Winter Haven,FL,33881-4299
18,Polytechnic University of Puerto Rico-Miami,"8180 N.W. 36 St., Suite 401",Miami,FL,33166
19,Polytechnic University of Puerto Rico-Orlando,550 N Econlockhatchee Tr,Orlando,FL,32825
20,Pomona College,550 N College Ave,Claremont,CA,91711-6319
21,Pomona Unified School District Adult and Career Education,1515 W Mission Blvd,Pomona,CA,91766-1233
22,Ponca City Beauty College,3010 North 14th Street,Ponca City,OK,74601
23,Ponce Paramedical College Inc,1213 Acacia Street Villa Flores Urb,Ponce,PR,00716-2901
24,Ponce School of Medicine and Health Sciences,Urb Industrial Reparada Marginal St Lot 2,Ponce,PR,00732
25,Pontifical Catholic University of Puerto Rico-Arecibo,Carretera 662 KM 2.3,Arecibo,PR,00614-4045
26,Pontifical Catholic University of Puerto Rico-Mayaguez,482 Sur Calle Ramon Emerito Betances,Mayaguez,PR,00680-1713
27,Pontifical Catholic University of Puerto Rico-Ponce,2250 Boulevard Luis A. Ferre Aguayo Suite 608,Ponce,PR,00717-9997
28,Pontifical College Josephinum,7625 N High Street,Columbus,OH,43235-1499
29,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,"487 Michigan Ave, NE",Washington,DC,20017-1585
30,Pontotoc Technology Center,601 W 33rd,Ada,OK,74820
31,Pope St John XXIII National Seminary,558 South Ave,Weston,MA,02493-2699
32,Poplar Bluff Technical Career Center,3203 Oak Grove Rd,Poplar Bluff,MO,63901-8960
33,Port Huron Cosmetology College,5620 Dixie Hwy,Waterford,MI,48329
34,Portage Lakes Career Center,4401 Shriver Rd,Uniontown,OH,44685
35,Porter and Chester Institute of Stratford,670 Lordship Blvd,Stratford,CT,06615-7158
36,Porterville College,100 E College Ave,Porterville,CA,93257
37,Portfolio Center,125 Bennett St NW,Atlanta,GA,30309
38,Portland Actors Conservatory,1436 SW Montgomery St,Portland,OR,97201
39,Portland Community College,12000 SW 49th Avenue,Portland,OR,97219-7132
40,Portland State University,724 SW Harrison,Portland,OR,97201
41,Post University,800 Country Club Rd,Waterbury,CT,06723
42,Potomac State College of West Virginia University,101 Fort Ave,Keyser,WV,26726
43,Prairie State College,202 South Halsted Street,Chicago Heights,IL,60411-8226
44,Prairie View A & M University,FM 1098 Road & University Drive,Prairie View,TX,77446
45,Pratt Community College,348 NE SR 61,Pratt,KS,67124
46,Pratt Institute-Main,200 Willoughby Ave,Brooklyn,NY,11205
47,Praxis Institute,1850 SW 8th St 4th Fl,Miami,FL,33135
48,Precision Manufacturing Institute,764 Bessemer Street Suite 105,Meadville,PA,16335
49,Preferred College of Nursing-Los Angeles,3424 Wilshire Blvd Ste 1100,Los Angeles,CA,90010
50,Preferred College of Nursing-Van Nuys,"6551 Van Nuys Boulevard, Suite 200",Van Nuys,CA,91401-1442
51,Premiere Career College,12901 Ramona Blvd,Irwindale,CA,91706-3746
52,Preparing People Barber Styling College,3125 Martin Luther King Jr Blvd,Dallas,TX,75215-2415
53,Presbyterian College,503 South Broad Street,Clinton,SC,29325
54,Prescott College,220 Grove Ave,Prescott,AZ,86301
55,Presentation College,1500 N Main,Aberdeen,SD,57401-1280
56,Prestige Health & Beauty Sciences Academy,3845 North East 163rd Street,North Miami Beach,FL,33160-4102
57,Prince George's Community College,301 Largo Rd,Largo,MD,20774-2199
58,Prince Institute-Great Lakes,"1300 E. Woodfield Road, Ste 110",Schaumburg,IL,60173-4908
59,Prince Institute-Rocky Mountains,"9051 Harlan Street, Unit 20",Westminster,CO,80031-2901
60,Prince Institute-Southeast,7735 Atlanta Hwy,Montgomery,AL,36117
61,Princeton Theological Seminary,64 Mercer St,Princeton,NJ,08542-0803
62,Princeton University,1 Nassau Hall,Princeton,NJ,08544-0070
63,Principia College,1 Maybeck Place,Elsah,IL,62028-9799
64,Prism Career Institute-Cherry Hill,"3 Executive Campus Rt 70, Suite 280",Cherry Hill,NJ,08002
65,Prism Career Institute-Philadelphia,8040 Roosevelt Boulevard,Philadelphia,PA,19152
66,Prism Career Institute-Upper Darby,6800 Market Street,Upper Darby,PA,19082
67,Pro Way Hair School,5684 Memorial Dr,Stone Mountain,GA,30083-3254
68,Professional Beauty School,2105 W Lincoln Ave #2,Yakima,WA,98902
69,Professional Business College,408 Broadway 2nd Floor,New York,NY,10013
70,Professional Career Training Institute,227 W Airtex Blvd,Houston,TX,77090
71,Professional Careers Institute,6666 Harwin Ste 160,Houston,TX,77036
72,Professional Cosmetology Education Center,460 North Washington,El Dorado,AR,71730-4009
73,Professional Electrical School Inc,3 Ramos Velez St,Manati,PR,00674
74,Professional Golfers Career College,26109 Ynez Road,Temecula,CA,92591
75,Professional Hands Institute,3383 NW 7 Street,Miami,FL,33125
76,Professional Institute of Beauty,10801 E. Valley Mall,El Monte,CA,91731
77,Professional Massage Training Center,229 East Commercial Street,Springfield,MO,65803
78,Professional Skills Institute,1505 Holland Road,Maumee,OH,43537
79,Professional Technical Institution Inc,Calle Comerio Final 20.5 La Aldea,Bayamon,PR,00959
80,Professional's Choice Hair Design Academy,2719 W Jefferson St,Joliet,IL,60435
81,Profile Institute of Barber-Styling,26 Cleveland Ave SE,Atlanta,GA,30315
82,Progressive Training Centers,"98 East McNab Road, Suite 98",Pompano Beach,FL,33060-9238
83,Protege Academy,4960 Northwind Dr.,East Lansing,MI,48823-8660
84,Providence Christian College,1539 East Howard Street,Pasadena,CA,91104
85,Providence College,1 Cunningham Square,Providence,RI,02918-0001
86,Provo College,1450 W 820 N,Provo,UT,84601
87,Pryor Beauty College,330 W Graham,Pryor,OK,74361
88,Pueblo Community College,900 W Orman Ave,Pueblo,CO,81004-1499
89,Puerto Rico Conservatory of Music,951 Ponce de Leon Avenue,San Juan,PR,00907-3373
90,Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347
91,Pulse Beauty Academy-A Paul Mitchell Partner School,150 E Pennsylvania Ave Ste 250,Downington,PA,19335
92,Purdue University-Calumet Campus,2200 169th St,Hammond,IN,46323-2094
93,Purdue University-Main Campus,Hovde Hall of Administration,West Lafayette,IN,47907-2040
94,Purdue University-North Central Campus,1401 S US Hwy 421,Westville,IN,46391-9542
95,Pure Aesthetics,5110 East Fifth Street,Tucson,AZ,85711-2328
96,Putnam Career and Technical Center,300 Roosevelt Boulevard,Eleanor,WV,25070-0640
97,Putnam Westchester BOCES-Practical Nursing Program,200 BOCES Drive,Yorktown Heights,NY,10598-4399
98,Quality Technical and Beauty College,Bo Pueblo Carr 167 Calle Parque Local #10,Bayamon,PR,00961
99,Queen City College,1594 Fort Campbell Blvd,Clarksville,TN,37042
0,Queens University of Charlotte,1900 Selwyn Ave,Charlotte,NC,28274-0001
1,Quest College,5430 Fredericksburg Rd Ste 310,San Antonio,TX,78229
2,Quincy College,1250 Hancock Street,Quincy,MA,02169
3,Quincy University,1800 College Ave,Quincy,IL,62301-2699
4,Quinebaug Valley Community College,742 Upper Maple St,Danielson,CT,06239-1436
5,Quinnipiac University,Mt Carmel Ave,Hamden,CT,06518
6,Quinsigamond Community College,670 West Boylston Street,Worcester,MA,01606-2092
7,Rabbinical Academy Mesivta Rabbi Chaim Berlin,1593 Coney Island Ave,Brooklyn,NY,11230
8,Rabbinical College Bobover Yeshiva Bnei Zion,1577 48th St,Brooklyn,NY,11219
9,Rabbinical College of Ch'san Sofer New York,1876 50th St,Brooklyn,NY,11204
10,Rabbinical College of Long Island,205 W Beach St,Long Beach,NY,11561
11,Rabbinical College of Ohr Shimon Yisroel,215-217 Hewes St,Brooklyn,NY,11211
12,Rabbinical College Ohr Yisroel,8800 Seaview Ave,Brooklyn,NY,11236
13,Rabbinical College Telshe,28400 Euclid Ave,Wickliffe,OH,44092
14,Rabbinical Seminary M'kor Chaim,1571 55th St,Brooklyn,NY,11219
15,Rabbinical Seminary of America,76-01 147th St,Flushing,NY,11367
16,Radford M Locklin Technical Center,5330 Berryhill Rd,Milton,FL,32570-8188
17,Radford University,801 East Main St.,Radford,VA,24142
18,Radians College,"1025 Vermont Avenue, NW",Washington,DC,20005-3542
19,Ralph R Willis Career and Technical Center,"144 Vocational Road, Three Mile Curve",Stollings,WV,25646
20,Ramapo College of New Jersey,505 Ramapo Valley Rd,Mahwah,NJ,07430-1680
21,Rancho Santiago Community College District Office,2323 N Broadway,Santa Ana,CA,92706-1640
22,Randolph College,2500 Rivermont Ave,Lynchburg,VA,24503-1555
23,Randolph Community College,629 Industrial Park Ave,Asheboro,NC,27205
24,Randolph-Macon College,204 Henry St,Ashland,VA,23005-5505
25,Ranger College,1240 College Circle,Ranger,TX,76470
26,Ranken Technical College,4431 Finney Ave,Saint Louis,MO,63113-2811
27,Raphael's School of Beauty Culture Inc-Alliance,2445 W. State St.,Alliance,OH,44601
28,Raphael's School of Beauty Culture Inc-Boardman,615 Boardman-Canfield Rd,Boardman,OH,44512
29,Raphael's School of Beauty Culture Inc-Brunswick,3307 Center Rd.,Brunswick,OH,44212
30,Raphael's School of Beauty Culture Inc-Niles,815 Youngstown Warren Rd,Niles,OH,44446
31,Rappahannock Community College,12745 College Drive,Glenns,VA,23149-2616
32,Raritan Valley Community College,118 Lamington Road,Branchburg,NJ,08876
33,Rasmussen College-Florida,4755 Southwest 46th Court,Ocala,FL,34474-6226
34,Rasmussen College-Illinois,"6000 East State Street, 4th Floor",Rockford,IL,61108-2513
35,Rasmussen College-Kansas,620 SW Governor View,Topeka,KS,66606
36,Rasmussen College-Minnesota,226 Park Avenue South,St. Cloud,MN,56301-3713
37,Rasmussen College-North Dakota,4012 19th Avenue SW,Fargo,ND,58103-7196
38,Rasmussen College-Wisconsin,"904 South Taylor Street, Suite 100",Green Bay,WI,54303-2349
39,Ravenscroft Beauty College,4530 Lahmeyer Road,Fort Wayne,IN,46835
40,Razzle Dazzle College of Hair Design Inc,120 Holly Street,Nampa,ID,83686-5104
41,Reading Hospital School of Health Sciences,1025 Old Wyomissing Road,Reading,PA,19611
42,Real Barbers College,528 West Lincoln Ave,Anaheim,CA,92805-2962
43,Reconstructionist Rabbinical College,1299 Church Rd,Wyncote,PA,19095-1898
44,Red River Technology Center,3300 W Bois D Arc,Duncan,OK,73533
45,Red Rocks Community College,13300 W Sixth Ave,Lakewood,CO,80228-1255
46,Redlands Community College,1300 S Country Club Rd,El Reno,OK,73036-5304
47,Redondo Beach Beauty College,2205 West Artesia Boulevard,Redondo Beach,CA,90278-3111
48,Redstone College,10851 W 120th Ave,Broomfield,CO,80021-3465
49,Reed College,3203 SE Woodstock Blvd,Portland,OR,97202-8199
50,Reedley College,995 N Reed Ave,Reedley,CA,93654
51,Reformed Presbyterian Theological Seminary,7418 Penn Ave,Pittsburgh,PA,15208-2594
52,Refrigeration School Inc,4210 E Washington Street,Phoenix,AZ,85034-1816
53,Regency Beauty Institute-Akron,1912 Buchholzer Blvd.,Akron,OH,44310-0000
54,Regency Beauty Institute-Arlington,"1118 West Arbrook, Suite 100",Arlington,TX,76015
55,Regency Beauty Institute-Aurora,4374 East New York Street,Aurora,IL,60504
56,Regency Beauty Institute-Austin,"500 East Ben White Blvd Bldg. E, Ste 100",Austin,TX,78704
57,Regency Beauty Institute-Avon,"8252 Rockville Road, Suite D17",Indianapolis,IN,46214
58,Regency Beauty Institute-Baltimore Golden Ring,8660 Pulaski Highway,Baltimore,MD,21237-0000
59,Regency Beauty Institute-Blaine,1351 113th Ave NE,Blaine,MN,55434
60,Regency Beauty Institute-Burnsville,14350 Buck Hill Road,Burnsville,MN,55306
61,Regency Beauty Institute-Canton,"5535 Dressler Road, Unit 9",Canton,OH,44720
62,Regency Beauty Institute-Carrollwood,14360 North Dale Mabry Highway,Tampa,FL,33618
63,Regency Beauty Institute-Castleton,5939 East 82nd Street,Indianapolis,IN,46250-0000
64,Regency Beauty Institute-Champaign,517 West Town Center Blvd.,Champaign,IL,61822
65,Regency Beauty Institute-Charlotte,"9101 Kings Parade Blvd., Suite 101",Charlotte,NC,28273
66,Regency Beauty Institute-Chattanooga,"2288 Gunbarrel Road, Suite 102",Chattanooga,TN,37421
67,Regency Beauty Institute-Clearwater,25973 US Highway 19 North,Clearwater,FL,33763
68,Regency Beauty Institute-Cleveland,"34999 Euclid Avenue, Unit 25",Willoughby,OH,44094
69,Regency Beauty Institute-Columbia,"260T Harbison Blvd, Unit 20",Columbia,SC,29212
70,Regency Beauty Institute-Columbus,155 Graceland Blvd,Columbus,OH,43214
71,Regency Beauty Institute-Copperwood,6521 Highway 6 North,Houston,TX,77084
72,Regency Beauty Institute-Crystal Lake,"5657 Northwest Highway, Suite C1",Crystal Lake,IL,60014
73,Regency Beauty Institute-Cypresswood,19770 North Freeway,Spring,TX,77373
74,Regency Beauty Institute-Dallas,"13465 Inwood Road, Suite 185",Dallas,TX,75244
75,Regency Beauty Institute-Darien,7411 South Cass Avenue,Darien,IL,60561
76,Regency Beauty Institute-Dayton,2040 Miamisburg-Centerville Road,Dayton,OH,45459
77,Regency Beauty Institute-Detroit Lakeside,13885 Hall Road,Shelby Township,MI,48315
78,Regency Beauty Institute-Detroit Southgate,15070 Dix-Toledo Road,Southgate,MI,48195
79,Regency Beauty Institute-Duluth,"5115 Burning Tree Road, Suite 308",Duluth,MN,55811
80,Regency Beauty Institute-Durham,1058 West Club Blvd Ste 826,Durham,NC,27701
81,Regency Beauty Institute-East Tucson,"7225 E. Broadway Blvd., Suite 170",Tucson,AZ,85710
82,Regency Beauty Institute-Eastgate,"4450 Eastgate Blvd, Suite 260",Cincinnati,OH,45245
83,Regency Beauty Institute-El Paso,"1120 McRae Boulevard, Building D",El Paso,TX,79925-0000
84,Regency Beauty Institute-Elgin,609 S. Randall Road,Elgin,IL,60123
85,Regency Beauty Institute-Evansville,5201 East Virginia Street,Evansville,IN,47715
86,Regency Beauty Institute-Fairview Heights,"10850 Lincoln Trail, Unit 16",Fairview Heights,IL,62208
87,Regency Beauty Institute-Fayetteville,4107 Steele Boulevard,Fayetteville,AR,72703
88,Regency Beauty Institute-Flint,"4205 Miller Road, Suite C3-7",Flint,MI,48507
89,Regency Beauty Institute-Fort Collins,2236 East Harmony Road,Fort Collins,CO,80528
90,Regency Beauty Institute-Fort Myers,"11621 South Cleveland Ave, Suite #30",Fort Myers,FL,33907
91,Regency Beauty Institute-Gaithersburg,18226 Contour Road,Gaithersburg,MD,20877-0000
92,Regency Beauty Institute-Grand Rapids,3583 Alpine Ave NW,Walker,MI,49544
93,Regency Beauty Institute-Greenfield,7995 West Layton Avenue,Greenfield,WI,53220
94,Regency Beauty Institute-Greenwood,"8811 Hardegan Street, Suite 305",Indianapolis,IN,46227
95,Regency Beauty Institute-Hoover,1775 Montgomery Highway South,Hoover,AL,35244
96,Regency Beauty Institute-Independence,14133 East Highway 40,Kansas City,MO,64136
97,Regency Beauty Institute-Jacksonville Orange Park,20 Blanding Boulevard,Orange Park,FL,32073
98,Regency Beauty Institute-Jacksonville Regency,9200 Arlington Expressway,Jacksonville,FL,32225
99,Regency Beauty Institute-Joliet,2904 Colorado Avenue,Joliet,IL,60431
0,Regency Beauty Institute-Knoxville,8239 Kingston Pike,Knoxville,TN,37919
1,Regency Beauty Institute-Lakewood,"98 Wadsworth Blvd, Suite 115",Lakewood,CO,80226
2,Regency Beauty Institute-Lansing,"3415 East Saginaw Street, Suite E",Lansing,MI,48912
3,Regency Beauty Institute-Lewisville,"2325 South Stemmons Freeway, Suite 404",Lewisville,TX,75067
4,Regency Beauty Institute-Little Rock,2614 South Shackleford Road,Little Rock,AR,72205
5,Regency Beauty Institute-Madison,"2358 East Springs Drive, Suite 300",Madison,WI,53704
6,Regency Beauty Institute-Manassas,11740 Sudley Manor Drive,Manassas,VA,20109
7,Regency Beauty Institute-Maplewood,3000 White Bear Avenue North,Maplewood,MN,55109
8,Regency Beauty Institute-Mehlville,4468 Lemay Ferry Road,Mehlville,MO,63129
9,Regency Beauty Institute-Merrillville,"2505 Southland Mall, Store 2495D",Merrillville,IN,46410
10,Regency Beauty Institute-Mesa,"1457 West Southern Ave, Suite 113",Mesa,AZ,85202
11,Regency Beauty Institute-Mesquite,"19121 LBJ Freeway, Unit 75",Mesquite,TX,75150
12,Regency Beauty Institute-Metro Center,"10217 N. Metro Parkway West, Suite 102",Phoenix,AZ,85051
13,Regency Beauty Institute-Nashville,5383 Mount View Rd,Antioch,TN,37013
14,Regency Beauty Institute-Newport News,"12365 Hornsby Lane, Suite C",Newport News,VA,23609
15,Regency Beauty Institute-North Nashville,2293 Gallatin Pike North,Madison,TN,37115
